row_num,timestamp,date,time_utc,temp_dht,temp_ds18,temp_delta,humidity,soil_moisture,co2,light_intensity,heat_index,vpd_kpa,fan_state,pump_state,sensor_source,ds_status
2661,1782573595.123,2026-06-27,15:19:55,30.83,31.34,0.51,16.0,21.28,217.2,1238.9,28.82,3.737,ON,ON,simulator,ok
2662,1782573600.124,2026-06-27,15:20:00,30.69,29.95,0.74,18.39,27.55,206.6,1313.4,28.76,3.602,ON,ON,simulator,ok
2663,1782573605.126,2026-06-27,15:20:05,30.65,30.71,0.06,17.64,24.41,201.6,1507.6,28.71,3.627,ON,OFF,simulator,ok
2664,1782573610.126,2026-06-27,15:20:10,30.4,30.8,0.4,19.0,26.61,185.3,1349.9,28.54,3.517,ON,ON,simulator,ok
2665,1782573615.126,2026-06-27,15:20:15,31.12,31.92,0.8,19.54,26.72,184.1,1183.9,29.16,3.64,ON,OFF,simulator,ok
2666,1782573620.126,2026-06-27,15:20:20,30.65,30.7,0.05,20.21,26.48,206.7,1137.6,28.78,3.514,ON,OFF,simulator,ok
2667,1782573625.128,2026-06-27,15:20:25,30.91,31.05,0.14,16.46,23.41,205.8,1291.0,28.9,3.734,OFF,OFF,simulator,ok
2668,1782573630.127,2026-06-27,15:20:30,30.71,29.76,0.95,19.28,24.44,205.6,1324.7,28.8,3.567,ON,ON,simulator,ok
2669,1782573635.133,2026-06-27,15:20:35,30.45,30.55,0.1,18.6,24.23,196.2,1295.9,28.57,3.544,ON,ON,simulator,ok
2670,1782573640.135,2026-06-27,15:20:40,30.31,30.47,0.16,18.71,22.21,215.8,1352.9,28.45,3.511,ON,ON,simulator,ok
2671,1782573645.135,2026-06-27,15:20:45,30.72,31.19,0.47,17.6,24.04,216.1,1266.2,28.76,3.643,ON,ON,simulator,ok
2672,1782573650.135,2026-06-27,15:20:50,30.17,29.63,0.54,17.04,24.66,199.7,1145.3,28.3,3.555,ON,ON,simulator,ok
2673,1782573655.136,2026-06-27,15:20:55,30.83,31.13,0.3,17.9,27.23,218.2,1206.3,28.86,3.653,ON,ON,simulator,ok
2674,1782573660.136,2026-06-27,15:21:00,30.54,29.7,0.84,21.78,23.92,226.3,1737.9,28.75,3.423,ON,OFF,simulator,ok
2675,1782573665.139,2026-06-27,15:21:05,30.86,30.75,0.11,20.21,25.78,209.1,1161.4,28.96,3.556,OFF,ON,simulator,ok
2676,1782573670.143,2026-06-27,15:21:10,30.63,30.64,0.01,18.83,23.64,204.5,1321.6,28.72,3.571,OFF,OFF,simulator,ok
2677,1782573675.144,2026-06-27,15:21:15,29.82,29.62,0.2,17.33,21.88,215.4,1326.6,28.03,3.472,ON,ON,simulator,ok
2678,1782573680.145,2026-06-27,15:21:20,30.79,31.27,0.48,18.74,23.27,191.3,981.0,28.85,3.607,ON,ON,simulator,ok
2679,1782573685.145,2026-06-27,15:21:25,31.07,30.96,0.11,18.82,24.88,216.2,1333.6,29.1,3.662,ON,ON,simulator,ok
2680,1782573690.146,2026-06-27,15:21:30,30.99,31.44,0.45,17.38,27.74,185.7,1256.3,28.98,3.71,ON,ON,simulator,ok
2681,1782573695.147,2026-06-27,15:21:35,30.46,30.63,0.17,18.22,26.7,206.5,1439.9,28.56,3.563,ON,OFF,simulator,ok
2682,1782573700.147,2026-06-27,15:21:40,30.41,30.81,0.4,16.7,22.86,192.3,943.3,28.49,3.618,ON,OFF,simulator,ok
2683,1782573705.148,2026-06-27,15:21:45,30.13,30.61,0.48,18.75,24.72,203.6,1118.6,28.31,3.473,ON,ON,simulator,ok
2684,1782573710.154,2026-06-27,15:21:50,30.32,30.63,0.31,22.06,21.08,233.8,1248.3,28.58,3.368,ON,ON,simulator,ok
2685,1782573715.154,2026-06-27,15:21:55,31.33,31.52,0.19,18.33,23.87,186.8,1322.1,29.3,3.739,OFF,ON,simulator,ok
2686,1782573720.174,2026-06-27,15:22:00,30.16,30.62,0.46,17.95,22.22,218.6,1485.1,28.31,3.514,ON,ON,simulator,ok
2687,1782573725.154,2026-06-27,15:22:05,30.7,30.44,0.26,18.1,20.37,214.2,1126.4,28.76,3.617,ON,ON,simulator,ok
2688,1782573730.158,2026-06-27,15:22:10,30.43,30.35,0.08,19.28,24.46,200.2,1060.0,28.57,3.51,ON,ON,simulator,ok
2689,1782573735.158,2026-06-27,15:22:15,30.37,29.98,0.39,18.85,24.93,190.6,1454.6,28.51,3.517,ON,ON,simulator,ok
2690,1782573740.159,2026-06-27,15:22:20,30.28,30.62,0.34,18.9,25.92,207.5,925.6,28.43,3.497,ON,ON,simulator,ok
2691,1782573745.160,2026-06-27,15:22:25,30.48,30.85,0.37,19.39,24.32,218.4,890.7,28.61,3.516,ON,OFF,simulator,ok
2692,1782573750.163,2026-06-27,15:22:30,30.59,30.48,0.11,18.84,24.39,199.8,1255.2,28.69,3.562,ON,ON,simulator,ok
2693,1782573755.165,2026-06-27,15:22:35,30.85,30.42,0.43,18.59,22.33,218.6,1075.6,28.9,3.626,ON,ON,simulator,ok
2694,1782573760.162,2026-06-27,15:22:40,30.76,31.07,0.31,17.28,22.9,190.1,1355.3,28.79,3.666,ON,ON,simulator,ok
2695,1782573765.165,2026-06-27,15:22:45,30.81,31.22,0.41,18.18,24.1,203.2,1505.3,28.85,3.636,ON,ON,simulator,ok
2696,1782573770.163,2026-06-27,15:22:50,30.69,31.83,1.14,18.17,26.41,202.6,1152.9,28.75,3.612,ON,ON,simulator,ok
2697,1782573775.163,2026-06-27,15:22:55,30.56,29.93,0.63,15.96,22.8,189.2,1271.1,28.6,3.682,ON,OFF,simulator,ok
2698,1782573780.164,2026-06-27,15:23:00,30.96,31.08,0.12,20.69,20.1,217.9,1197.4,29.07,3.555,ON,ON,simulator,ok
2699,1782573785.166,2026-06-27,15:23:05,30.42,30.39,0.03,18.86,23.78,179.0,1421.7,28.55,3.527,OFF,ON,simulator,ok
2700,1782573790.165,2026-06-27,15:23:10,30.62,30.98,0.36,18.88,27.2,194.1,804.0,28.72,3.566,ON,ON,simulator,ok
2701,1782573795.167,2026-06-27,15:23:15,30.52,30.22,0.3,21.78,23.17,217.3,1201.5,28.74,3.419,ON,OFF,simulator,ok
2702,1782573800.169,2026-06-27,15:23:20,30.44,30.17,0.27,18.11,21.71,207.1,979.2,28.54,3.563,OFF,ON,simulator,ok
2703,1782573805.170,2026-06-27,15:23:25,29.9,30.18,0.28,16.94,21.76,205.2,1147.6,28.09,3.504,ON,ON,simulator,ok
2704,1782573810.169,2026-06-27,15:23:30,30.26,30.32,0.06,20.63,21.46,186.7,1543.5,28.47,3.418,ON,ON,simulator,ok
2705,1782573815.169,2026-06-27,15:23:35,30.22,30.16,0.06,18.29,25.18,192.3,1287.8,28.37,3.511,OFF,ON,simulator,ok
2706,1782573820.170,2026-06-27,15:23:40,30.53,30.19,0.34,17.87,23.59,187.3,1092.6,28.61,3.592,ON,OFF,simulator,ok
2707,1782573825.172,2026-06-27,15:23:45,30.61,30.05,0.56,18.83,25.06,215.0,1166.1,28.71,3.566,ON,ON,simulator,ok
2708,1782573830.171,2026-06-27,15:23:50,30.65,30.75,0.1,20.03,27.46,209.3,1092.3,28.78,3.522,ON,OFF,simulator,ok
2709,1782573835.172,2026-06-27,15:23:55,30.5,30.61,0.11,20.63,25.57,210.5,1188.2,28.67,3.466,ON,OFF,simulator,ok
2710,1782573840.173,2026-06-27,15:24:00,30.32,30.27,0.05,19.61,26.44,211.0,1125.7,28.49,3.474,OFF,OFF,simulator,ok
2711,1782573845.175,2026-06-27,15:24:05,30.63,30.29,0.34,17.56,22.8,210.7,1167.8,28.69,3.626,ON,OFF,simulator,ok
2712,1782573850.175,2026-06-27,15:24:10,30.56,30.46,0.1,16.31,22.24,205.5,1121.6,28.61,3.667,ON,ON,simulator,ok
2713,1782573855.179,2026-06-27,15:24:15,30.79,30.39,0.4,16.96,21.94,208.6,1598.8,28.81,3.686,ON,ON,simulator,ok
2714,1782573860.176,2026-06-27,15:24:20,30.03,30.05,0.02,20.43,21.16,200.4,1220.4,28.28,3.382,ON,ON,simulator,ok
2715,1782573865.177,2026-06-27,15:24:25,30.39,30.0,0.39,17.79,25.16,231.8,1163.8,28.5,3.567,OFF,ON,simulator,ok
2716,1782573870.177,2026-06-27,15:24:30,30.66,31.1,0.44,18.33,24.9,181.7,1042.5,28.73,3.599,ON,OFF,simulator,ok
2717,1782573875.181,2026-06-27,15:24:35,30.67,31.44,0.77,18.12,26.0,186.4,1290.2,28.74,3.61,ON,ON,simulator,ok
2718,1782573880.180,2026-06-27,15:24:40,30.68,30.3,0.38,15.68,20.09,220.4,1175.0,28.69,3.72,ON,OFF,simulator,ok
2719,1782573885.178,2026-06-27,15:24:45,31.06,30.89,0.17,16.81,25.27,203.3,1194.1,29.03,3.75,ON,ON,simulator,ok
2720,1782573890.179,2026-06-27,15:24:50,30.04,30.02,0.02,19.53,19.36,198.9,1146.9,28.26,3.422,ON,OFF,simulator,ok
2721,1782573895.179,2026-06-27,15:24:55,30.17,29.23,0.94,16.72,26.45,187.3,1086.7,28.3,3.568,ON,ON,simulator,ok
2722,1782573900.182,2026-06-27,15:25:00,31.05,31.17,0.12,16.72,24.63,193.4,1348.7,29.02,3.752,ON,OFF,simulator,ok
2723,1782573905.183,2026-06-27,15:25:05,30.71,30.75,0.04,19.08,24.92,221.1,1494.9,28.8,3.576,ON,ON,simulator,ok
2724,1782573910.183,2026-06-27,15:25:10,30.57,30.88,0.31,20.16,21.58,196.3,992.8,28.72,3.5,ON,ON,simulator,ok
2725,1782573915.185,2026-06-27,15:25:15,30.14,29.83,0.31,16.62,24.61,185.7,644.3,28.27,3.566,OFF,ON,simulator,ok
2726,1782573920.186,2026-06-27,15:25:20,30.57,30.92,0.35,18.01,24.46,194.4,1330.4,28.65,3.594,ON,ON,simulator,ok
2727,1782573925.187,2026-06-27,15:25:25,30.63,30.02,0.61,21.17,25.87,193.7,1227.3,28.8,3.468,ON,ON,simulator,ok
2728,1782573930.188,2026-06-27,15:25:30,30.67,31.04,0.37,15.54,21.86,208.6,1203.0,28.68,3.724,OFF,OFF,simulator,ok
2729,1782573935.189,2026-06-27,15:25:35,30.51,30.05,0.46,17.96,21.55,206.7,1020.1,28.6,3.584,ON,ON,simulator,ok
2730,1782573940.193,2026-06-27,15:25:40,30.61,30.07,0.54,19.78,27.44,206.5,987.0,28.74,3.525,ON,ON,simulator,ok
2731,1782573945.189,2026-06-27,15:25:45,30.09,29.48,0.61,19.69,20.92,213.2,1353.2,28.3,3.425,ON,OFF,simulator,ok
2732,1782573950.191,2026-06-27,15:25:50,31.01,30.49,0.52,19.86,26.76,202.1,1166.3,29.08,3.602,ON,ON,simulator,ok
2733,1782573955.191,2026-06-27,15:25:55,31.22,31.1,0.12,19.05,24.59,191.9,1325.3,29.23,3.683,ON,OFF,simulator,ok
2734,1782573960.192,2026-06-27,15:26:00,30.7,31.23,0.53,21.32,22.98,187.9,948.2,28.87,3.475,ON,ON,simulator,ok
2735,1782573965.194,2026-06-27,15:26:05,30.24,30.16,0.08,18.56,22.8,195.2,982.0,28.39,3.503,OFF,ON,simulator,ok
2736,1782573970.196,2026-06-27,15:26:10,30.61,30.4,0.21,19.87,23.69,212.4,1756.7,28.74,3.521,ON,ON,simulator,ok
2737,1782573975.195,2026-06-27,15:26:15,31.06,31.15,0.09,18.78,25.29,218.5,1121.8,29.09,3.661,ON,ON,simulator,ok
2738,1782573980.198,2026-06-27,15:26:20,30.27,30.32,0.05,16.97,24.33,193.4,960.4,28.38,3.578,ON,OFF,simulator,ok
2739,1782573985.197,2026-06-27,15:26:25,30.52,30.79,0.27,16.99,23.67,209.1,1061.0,28.59,3.629,ON,ON,simulator,ok
2740,1782573990.198,2026-06-27,15:26:30,30.39,30.97,0.58,18.29,26.67,214.5,1384.3,28.51,3.545,ON,ON,simulator,ok
2741,1782573995.198,2026-06-27,15:26:35,30.53,30.48,0.05,18.79,24.91,194.7,1111.3,28.64,3.552,ON,OFF,simulator,ok
2742,1782574000.198,2026-06-27,15:26:40,30.63,30.58,0.05,20.35,24.02,195.3,1126.0,28.77,3.504,ON,ON,simulator,ok
2743,1782574005.199,2026-06-27,15:26:45,30.16,30.09,0.07,18.21,20.78,192.6,1377.5,28.32,3.502,OFF,ON,simulator,ok
2744,1782574010.200,2026-06-27,15:26:50,30.34,29.97,0.37,17.81,27.53,196.1,1381.3,28.46,3.556,ON,ON,simulator,ok
2745,1782574015.201,2026-06-27,15:26:55,30.75,29.9,0.85,17.47,25.78,199.2,1130.3,28.79,3.655,ON,OFF,simulator,ok
2746,1782574020.201,2026-06-27,15:27:00,30.68,30.5,0.18,19.41,28.56,211.6,1277.4,28.78,3.555,ON,OFF,simulator,ok
2747,1782574025.203,2026-06-27,15:27:05,30.52,29.98,0.54,18.28,23.2,195.2,1069.6,28.62,3.572,ON,OFF,simulator,ok
2748,1782574030.202,2026-06-27,15:27:10,30.84,30.81,0.03,16.38,25.5,206.3,1498.9,28.84,3.723,ON,ON,simulator,ok
2749,1782574035.204,2026-06-27,15:27:15,30.81,30.78,0.03,17.79,19.71,189.0,818.5,28.84,3.654,ON,OFF,simulator,ok
2750,1782574040.208,2026-06-27,15:27:20,29.87,28.81,1.06,16.84,23.23,186.9,1261.0,28.06,3.502,ON,ON,simulator,ok
2751,1782574045.204,2026-06-27,15:27:25,30.07,30.36,0.29,17.15,17.73,189.6,1365.0,28.23,3.53,ON,ON,simulator,ok
2752,1782574050.204,2026-06-27,15:27:30,30.75,31.39,0.64,14.33,25.35,212.2,1309.7,28.73,3.794,ON,ON,simulator,ok
2753,1782574055.208,2026-06-27,15:27:35,30.35,29.62,0.73,17.43,22.4,188.9,1225.1,28.46,3.574,ON,OFF,simulator,ok
2754,1782574060.208,2026-06-27,15:27:40,30.82,30.97,0.15,18.74,22.89,184.1,940.2,28.88,3.613,ON,ON,simulator,ok
2755,1782574065.214,2026-06-27,15:27:45,30.34,29.99,0.35,21.05,24.67,191.8,1179.4,28.55,3.416,ON,ON,simulator,ok
2756,1782574070.217,2026-06-27,15:27:50,30.56,30.16,0.4,19.94,24.35,189.9,991.2,28.7,3.508,OFF,ON,simulator,ok
2757,1782574075.217,2026-06-27,15:27:55,30.19,30.77,0.58,19.84,25.82,204.2,1418.4,28.39,3.438,ON,ON,simulator,ok
2758,1782574080.220,2026-06-27,15:28:00,30.22,30.41,0.19,17.35,20.94,211.2,1409.3,28.35,3.551,ON,OFF,simulator,ok
2759,1782574085.219,2026-06-27,15:28:05,30.45,30.82,0.37,20.1,24.72,211.3,1050.6,28.61,3.479,ON,ON,simulator,ok
2760,1782574090.222,2026-06-27,15:28:10,31.48,31.75,0.27,18.08,24.11,220.7,1418.5,29.43,3.782,OFF,ON,simulator,ok
2761,1782574095.220,2026-06-27,15:28:15,30.2,30.37,0.17,18.72,24.18,208.2,1287.5,28.36,3.489,ON,ON,simulator,ok
2762,1782574100.223,2026-06-27,15:28:20,30.34,29.83,0.51,18.37,26.71,213.4,1115.1,28.47,3.532,ON,ON,simulator,ok
2763,1782574105.221,2026-06-27,15:28:25,30.59,30.21,0.38,17.82,23.67,188.4,1068.3,28.66,3.607,ON,OFF,simulator,ok
2764,1782574110.223,2026-06-27,15:28:30,29.61,29.2,0.41,15.87,24.35,218.2,1035.1,27.85,3.491,ON,ON,simulator,ok
2765,1782574115.222,2026-06-27,15:28:35,30.54,30.09,0.45,19.0,24.32,213.2,1293.0,28.65,3.545,ON,ON,simulator,ok
2766,1782574120.224,2026-06-27,15:28:40,30.1,30.23,0.13,19.05,23.42,200.4,1017.8,28.29,3.455,ON,ON,simulator,ok
2767,1782574125.225,2026-06-27,15:28:45,30.92,30.86,0.06,19.76,27.91,230.2,1213.7,29.0,3.588,ON,ON,simulator,ok
2768,1782574130.228,2026-06-27,15:28:50,30.23,30.62,0.39,21.23,24.0,199.1,718.4,28.47,3.387,ON,OFF,simulator,ok
2769,1782574135.228,2026-06-27,15:28:55,30.6,30.24,0.36,18.22,21.94,195.4,1088.9,28.68,3.591,OFF,ON,simulator,ok
2770,1782574140.231,2026-06-27,15:29:00,30.75,30.69,0.06,19.84,22.98,197.2,993.6,28.86,3.55,ON,ON,simulator,ok
2771,1782574145.232,2026-06-27,15:29:05,30.87,30.5,0.37,16.56,24.96,199.7,1450.4,28.87,3.721,ON,ON,simulator,ok
2772,1782574150.232,2026-06-27,15:29:10,30.55,30.41,0.14,17.58,24.13,180.1,995.2,28.62,3.609,ON,ON,simulator,ok
2773,1782574155.235,2026-06-27,15:29:15,30.48,30.76,0.28,18.99,25.95,200.9,1314.6,28.6,3.533,ON,ON,simulator,ok
2774,1782574160.233,2026-06-27,15:29:20,30.51,30.48,0.03,20.28,26.87,225.3,1224.1,28.67,3.483,ON,OFF,simulator,ok
2775,1782574165.235,2026-06-27,15:29:25,30.48,30.73,0.25,20.55,23.6,186.6,1260.8,28.65,3.465,OFF,OFF,simulator,ok
2776,1782574170.236,2026-06-27,15:29:30,30.62,30.63,0.01,17.72,23.88,195.1,926.8,28.68,3.617,OFF,ON,simulator,ok
2777,1782574175.235,2026-06-27,15:29:35,30.34,30.18,0.16,19.74,20.29,195.9,1328.5,28.51,3.472,ON,ON,simulator,ok
2778,1782574180.238,2026-06-27,15:29:40,30.74,31.57,0.83,20.54,24.33,200.2,1078.0,28.87,3.517,ON,ON,simulator,ok
2779,1782574185.236,2026-06-27,15:29:45,30.43,30.01,0.42,19.46,22.91,208.2,1130.0,28.57,3.503,OFF,ON,simulator,ok
2780,1782574190.237,2026-06-27,15:29:50,30.44,30.86,0.42,16.0,24.32,193.0,1097.0,28.5,3.655,ON,ON,simulator,ok
2781,1782574195.238,2026-06-27,15:29:55,30.75,30.76,0.01,19.07,26.86,215.1,1121.7,28.83,3.584,ON,ON,simulator,ok
2782,1782574200.242,2026-06-27,15:30:00,30.36,29.87,0.49,17.4,21.79,199.4,1307.8,28.46,3.578,ON,OFF,simulator,ok
2783,1782574205.240,2026-06-27,15:30:05,30.78,30.99,0.21,14.63,27.13,200.6,1290.3,28.76,3.788,ON,ON,simulator,ok
2784,1782574210.242,2026-06-27,15:30:10,30.6,31.2,0.6,16.89,21.27,186.2,1342.5,28.65,3.65,ON,OFF,simulator,ok
2785,1782574215.243,2026-06-27,15:30:15,30.26,30.0,0.26,18.36,27.61,192.0,1003.6,28.4,3.516,ON,ON,simulator,ok
2786,1782574220.246,2026-06-27,15:30:20,29.91,29.14,0.77,19.55,21.28,186.7,1047.3,28.15,3.396,ON,OFF,simulator,ok
2787,1782574225.249,2026-06-27,15:30:25,30.2,30.12,0.08,17.85,22.99,209.1,1016.4,28.34,3.526,ON,ON,simulator,ok
2788,1782574230.248,2026-06-27,15:30:30,29.38,29.29,0.09,18.84,26.4,207.7,1078.5,27.72,3.323,ON,ON,simulator,ok
2789,1782574235.249,2026-06-27,15:30:35,29.94,30.06,0.12,16.74,22.36,217.4,953.5,28.11,3.521,ON,OFF,simulator,ok
2790,1782574240.251,2026-06-27,15:30:40,30.57,29.62,0.95,17.99,23.15,208.0,1105.1,28.65,3.595,ON,ON,simulator,ok
2791,1782574245.254,2026-06-27,15:30:45,30.34,30.76,0.42,17.78,26.16,213.9,1175.6,28.46,3.557,ON,ON,simulator,ok
2792,1782574250.252,2026-06-27,15:30:50,30.1,29.36,0.74,19.8,26.31,174.2,1084.2,28.31,3.423,ON,OFF,simulator,ok
2793,1782574255.254,2026-06-27,15:30:55,29.95,30.18,0.23,19.91,24.51,212.0,1084.9,28.2,3.389,ON,OFF,simulator,ok
2794,1782574260.253,2026-06-27,15:31:00,30.93,31.14,0.21,18.73,25.64,180.3,1242.0,28.97,3.637,ON,ON,simulator,ok
2795,1782574265.254,2026-06-27,15:31:05,30.28,29.94,0.34,18.64,23.97,206.4,985.3,28.43,3.508,ON,OFF,simulator,ok
2796,1782574270.262,2026-06-27,15:31:10,30.16,29.06,1.1,16.57,22.84,190.3,1266.7,28.29,3.573,ON,ON,simulator,ok
2797,1782574275.255,2026-06-27,15:31:15,30.71,30.48,0.23,19.1,21.78,213.6,1145.9,28.8,3.575,ON,ON,simulator,ok
2798,1782574280.256,2026-06-27,15:31:20,29.97,30.15,0.18,17.49,21.25,196.5,1048.4,28.15,3.495,ON,ON,simulator,ok
2799,1782574285.259,2026-06-27,15:31:25,30.22,30.74,0.52,17.06,24.3,196.3,1213.1,28.34,3.564,ON,ON,simulator,ok
2800,1782574290.258,2026-06-27,15:31:30,30.92,31.24,0.32,19.63,23.72,210.3,1250.4,28.99,3.594,ON,ON,simulator,ok
2801,1782574295.264,2026-06-27,15:31:35,30.44,30.28,0.16,18.39,23.64,196.4,1340.6,28.55,3.551,ON,ON,simulator,ok
2802,1782574300.265,2026-06-27,15:31:40,31.19,31.13,0.06,19.59,26.06,202.8,882.4,29.23,3.652,ON,ON,simulator,ok
2803,1782574305.263,2026-06-27,15:31:45,30.0,29.9,0.1,17.4,26.42,195.2,1084.0,28.17,3.505,ON,OFF,simulator,ok
2804,1782574310.262,2026-06-27,15:31:50,30.33,30.28,0.05,16.77,24.73,188.9,662.7,28.43,3.599,ON,OFF,simulator,ok
2805,1782574315.264,2026-06-27,15:31:55,30.37,30.52,0.15,17.88,27.46,196.8,941.6,28.48,3.559,ON,ON,simulator,ok
2806,1782574320.263,2026-06-27,15:32:00,30.39,30.32,0.07,18.94,20.27,210.2,1129.7,28.53,3.517,ON,OFF,simulator,ok
2807,1782574325.269,2026-06-27,15:32:05,30.55,30.22,0.33,16.55,25.29,194.1,910.8,28.6,3.654,ON,ON,simulator,ok
2808,1782574330.269,2026-06-27,15:32:10,29.94,29.86,0.08,18.03,24.68,199.3,1524.9,28.14,3.466,ON,OFF,simulator,ok
2809,1782574335.268,2026-06-27,15:32:15,30.51,30.75,0.24,15.91,21.53,203.1,1284.7,28.56,3.674,ON,ON,simulator,ok
2810,1782574340.269,2026-06-27,15:32:20,30.48,30.93,0.45,17.51,22.35,202.1,774.0,28.56,3.598,ON,ON,simulator,ok
2811,1782574345.270,2026-06-27,15:32:25,29.9,29.96,0.06,20.93,24.18,208.7,946.4,28.19,3.336,ON,ON,simulator,ok
2812,1782574350.283,2026-06-27,15:32:30,30.14,30.08,0.06,15.87,25.24,196.6,1394.0,28.26,3.598,OFF,ON,simulator,ok
2813,1782574355.272,2026-06-27,15:32:35,30.9,30.32,0.58,18.11,23.25,200.0,1178.7,28.93,3.658,ON,OFF,simulator,ok
2814,1782574360.274,2026-06-27,15:32:40,29.62,29.21,0.41,17.59,21.04,186.5,1301.2,27.88,3.421,ON,ON,simulator,ok
2815,1782574365.276,2026-06-27,15:32:45,30.57,31.01,0.44,19.37,25.77,205.6,979.7,28.69,3.535,ON,ON,simulator,ok
2816,1782574370.277,2026-06-27,15:32:50,30.75,30.63,0.12,19.07,23.03,186.8,1256.3,28.83,3.584,ON,OFF,simulator,ok
2817,1782574375.279,2026-06-27,15:32:55,31.37,31.56,0.19,21.25,24.89,201.3,914.1,29.46,3.613,ON,ON,simulator,ok
2818,1782574380.277,2026-06-27,15:33:00,30.44,30.29,0.15,18.63,22.88,187.6,831.1,28.56,3.541,OFF,ON,simulator,ok
2819,1782574385.279,2026-06-27,15:33:05,30.93,30.53,0.4,18.87,22.66,179.3,1258.2,28.98,3.63,ON,ON,simulator,ok
2820,1782574390.278,2026-06-27,15:33:10,30.24,30.36,0.12,19.82,25.61,185.4,880.6,28.43,3.449,ON,ON,simulator,ok
2821,1782574395.279,2026-06-27,15:33:15,30.07,30.5,0.43,20.11,21.84,212.1,902.3,28.3,3.403,ON,OFF,simulator,ok
2822,1782574400.279,2026-06-27,15:33:20,30.09,30.51,0.42,21.5,27.51,196.7,1107.0,28.36,3.348,OFF,ON,simulator,ok
2823,1782574405.280,2026-06-27,15:33:25,30.66,30.36,0.3,18.08,26.09,210.1,1065.3,28.73,3.61,OFF,OFF,simulator,ok
2824,1782574410.283,2026-06-27,15:33:30,30.82,30.54,0.28,19.51,20.48,187.9,1019.1,28.9,3.579,ON,OFF,simulator,ok
2825,1782574415.281,2026-06-27,15:33:35,31.09,30.79,0.3,20.5,23.93,173.0,1076.8,29.18,3.59,ON,ON,simulator,ok
2826,1782574420.284,2026-06-27,15:33:40,30.18,29.7,0.48,19.83,25.18,190.3,1089.8,28.38,3.437,OFF,ON,simulator,ok
2827,1782574425.284,2026-06-27,15:33:45,30.69,30.14,0.55,18.32,23.45,198.0,1080.3,28.76,3.605,ON,OFF,simulator,ok
2828,1782574430.287,2026-06-27,15:33:50,30.7,30.71,0.01,17.94,24.0,188.3,1033.7,28.76,3.624,ON,ON,simulator,ok
2829,1782574435.285,2026-06-27,15:33:55,30.17,30.36,0.19,17.02,23.94,184.1,994.6,28.3,3.555,ON,ON,simulator,ok
2830,1782574440.286,2026-06-27,15:34:00,30.18,30.03,0.15,20.08,22.31,209.3,1100.5,28.39,3.426,ON,ON,simulator,ok
2831,1782574445.286,2026-06-27,15:34:05,30.73,30.64,0.09,15.69,23.92,201.2,1135.7,28.73,3.73,OFF,ON,simulator,ok
2832,1782574450.287,2026-06-27,15:34:10,30.34,30.59,0.25,18.56,23.72,197.9,1414.1,28.47,3.524,ON,ON,simulator,ok
2833,1782574455.288,2026-06-27,15:34:15,29.71,29.84,0.13,18.23,22.86,175.4,974.6,27.96,3.412,ON,ON,simulator,ok
2834,1782574460.289,2026-06-27,15:34:20,30.09,29.75,0.34,17.41,24.72,203.3,991.2,28.25,3.522,ON,ON,simulator,ok
2835,1782574465.290,2026-06-27,15:34:25,29.94,29.5,0.44,17.7,23.61,193.4,938.1,28.13,3.48,ON,ON,simulator,ok
2836,1782574470.291,2026-06-27,15:34:30,30.15,30.61,0.46,17.66,21.34,156.1,1217.4,28.3,3.524,ON,ON,simulator,ok
2837,1782574475.290,2026-06-27,15:34:35,30.39,30.19,0.2,19.42,22.6,185.6,1247.9,28.54,3.496,ON,ON,simulator,ok
2838,1782574480.291,2026-06-27,15:34:40,29.85,29.46,0.39,17.97,23.6,181.8,918.2,28.07,3.451,ON,ON,simulator,ok
2839,1782574485.292,2026-06-27,15:34:45,30.14,29.68,0.46,18.94,23.4,214.1,793.9,28.32,3.467,ON,ON,simulator,ok
2840,1782574490.291,2026-06-27,15:34:50,31.13,31.6,0.47,18.8,22.78,199.5,1269.9,29.15,3.675,ON,ON,simulator,ok
2841,1782574495.303,2026-06-27,15:34:55,30.21,29.87,0.34,16.15,22.11,198.7,1125.5,28.32,3.601,ON,ON,simulator,ok
2842,1782574500.294,2026-06-27,15:35:00,30.22,30.38,0.16,19.56,23.71,187.1,906.7,28.4,3.456,ON,ON,simulator,ok
2843,1782574505.296,2026-06-27,15:35:05,30.07,30.17,0.1,17.72,23.44,213.3,1408.4,28.24,3.505,ON,ON,simulator,ok
2844,1782574510.296,2026-06-27,15:35:10,29.57,28.98,0.59,21.93,21.65,184.5,1180.9,27.96,3.232,ON,ON,simulator,ok
2845,1782574515.295,2026-06-27,15:35:15,30.48,30.84,0.36,17.47,24.5,196.4,718.3,28.56,3.599,OFF,ON,simulator,ok
2846,1782574520.295,2026-06-27,15:35:20,29.41,29.25,0.16,17.3,22.56,194.2,885.6,27.71,3.392,ON,ON,simulator,ok
2847,1782574525.296,2026-06-27,15:35:25,30.24,30.22,0.02,17.54,20.93,218.8,1220.8,28.37,3.547,ON,ON,simulator,ok
2848,1782574530.297,2026-06-27,15:35:30,30.21,30.39,0.18,17.72,23.37,199.6,1017.2,28.35,3.533,ON,ON,simulator,ok
2849,1782574535.297,2026-06-27,15:35:35,30.09,30.6,0.51,14.56,25.04,187.6,1147.2,28.21,3.644,ON,ON,simulator,ok
2850,1782574540.298,2026-06-27,15:35:40,30.18,29.79,0.39,20.91,22.41,201.5,1321.7,28.42,3.391,ON,ON,simulator,ok
